#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B80EE1
#Date Time: 2025-11-12 12:40:23.317
#Sample rate: 37147.1Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1.16 kHz
#Period: 862.0689655 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.02942371164508574,0.028699617425175766,-0.053463150369394516
-0.02939679164508574,0.033039810446659316,-0.053463150369394516
-0.02936987164508574,0.03604455946153254,-0.053463150369394516
-0.02934295164508574,0.03804772547144802,-0.053463150369394516
-0.02931603164508574,0.03771386446979544,1.2947842895994326
-0.029289111645085738,0.025694868410302545,3.2562072776088766
-0.029262191645085738,0.011004984337589004,3.259901106211531
-0.02923527164508574,-0.0036848997351245348,3.2562072776088766
-0.02920835164508574,-0.018374783807838073,3.259901106211531
-0.02918143164508574,-0.027722891854110327,0.471060511207519
-0.02915451164508574,-0.027722891854110327,1.0066656585923957
-0.02912759164508574,-0.03606941689542484,3.2562072776088766
-0.02910067164508574,-0.0417450539235187,0.6188136553136918
-0.02907375164508574,-0.03773872190368774,0.8663001716915313
-0.02904683164508574,-0.041077331920213546,3.2562072776088766
-0.02901991164508574,-0.04207891492517128,0.7628729708172104
-0.02899299164508574,-0.03273080687889903,-0.053463150369394516
-0.028966071645085738,-0.021379532822711298,-0.053463150369394516
-0.028939151645085738,-0.012699146779744206,2.3068933267267164
-0.02891223164508574,-0.012699146779744206,2.6245625865549878
-0.02888531164508574,-0.004018760736777116,-0.04607549316408588
-0.02885839164508574,0.009335679329326102,-0.05715697897204884
-0.02883147164508574,0.02235625839377674,-0.053463150369394516
-0.02880455164508574,0.03470911545492222,-0.053463150369394516
-0.02877763164508574,0.04572652850945737,-0.053463150369394516
-0.02875071164508574,0.05474077555407704,0.30114439548542027
-0.02872379164508574,0.05407305355077188,3.248819620403568
-0.02869687164508574,0.04639425051276253,3.259901106211531
-0.02866995164508574,0.03704614246649028,3.259901106211531
-0.02864303164508574,0.026362590413607705,3.259901106211531
-0.028616111645085738,0.014677455355767388,3.259901106211531
-0.028589191645085738,0.0029923202979270738,3.189718362761099
-0.02856227164508574,-0.0023494557285142132,-0.038687835958777235
-0.02853535164508574,-0.0023494557285142132,1.5939844064144326
-0.02850843164508574,-0.011697563774786465,3.259901106211531
-0.02848151164508574,-0.01637161779792259,0.03149490749165486
-0.02845459164508574,-0.013033007781396787,-0.053463150369394516
-0.02842767164508574,-0.009360536763218403,-0.053463150369394516
-0.02840075164508574,-0.005020343741734857,-0.0497693217667402
-0.02837383164508574,-0.0016817337252090522,1.30955960401005
-0.02834691164508574,-0.007357370753302919,3.259901106211531
-0.02831999164508574,-0.01537003479296485,3.259901106211531
-0.028293071645085738,-0.02171339382436388,2.040937667335605
-0.028266151645085738,-0.017373200802880333,-0.053463150369394516
-0.02823923164508574,-0.014034590786354528,2.7501527590452346
-0.02821231164508574,-0.019042505811143234,3.2635949348141855
-0.02818539164508574,-0.02271497682932162,3.259901106211531
-0.02815847164508574,-0.025385864842542263,3.259901106211531
-0.02813155164508574,-0.026721308849152584,2.325362469739988
-0.02810463164508574,-0.017707061804532912,-0.04607549316408588
-0.02807771164508574,-0.008025092756608081,2.462034128038198
-0.02805079164508574,-0.007023509751650339,3.2635949348141855
-0.02802387164508574,-0.006021926746692598,3.2635949348141855
-0.02799695164508574,-0.004686482740082276,3.259901106211531
-0.02797003164508574,-0.003017177731819374,2.6060934435417162
-0.027943111645085738,0.0076663743210632,-0.04607549316408588
-0.027916191645085738,0.02269011939542932,-0.053463150369394516
-0.02788927164508574,0.03637842046318512,0.45997902539955604
-0.02786235164508574,0.04071861348466866,3.2562072776088766
-0.02783543164508574,0.041386335487973824,1.17288794571184
-0.02780851164508574,0.05006672153094092,0.3196135384986919
-0.02778159164508574,0.05006672153094092,3.248819620403568
-0.02775467164508574,0.04338950149788931,3.2635949348141855
-0.02772775164508574,0.035042976456574795,3.0345775614496175
-0.02770083164508574,0.03270594944500673,-0.042381664561431553
-0.02767391164508574,0.033373671448311895,1.749125207725914
-0.02764699164508574,0.0230239803970819,3.1749430483504817
-0.027620071645085738,0.017348343368988033,-0.038687835958777235
-0.027593151645085738,0.017348343368988033,-0.053463150369394516
-0.02756623164508574,0.017348343368988033,-0.053463150369394516
-0.02753931164508574,0.010337262334283844,3.1971060199664074
-0.02751239164508574,-0.0023494557285142132,1.7417375505206054
-0.02748547164508574,-0.005020343741734857,-0.053463150369394516
-0.02745855164508574,-0.005354204743387437,-0.053463150369394516
-0.02743163164508574,-0.005354204743387437,-0.053463150369394516
-0.02740471164508574,-0.004686482740082276,-0.053463150369394516
-0.02737779164508574,-0.004018760736777116,-0.053463150369394516
-0.02735087164508574,-0.0036848997351245348,1.183969431519803
-0.02732395164508574,-0.013033007781396787,3.259901106211531
-0.02729703164508574,-0.019376366812795816,0.44150988238628447
-0.027270111645085738,-0.01637161779792259,-0.053463150369394516
-0.027243191645085738,-0.012699146779744206,-0.053463150369394516
-0.02721627164508574,-0.012365285778091626,2.6245625865549878
